Text,Score,Suggestion
با سلام خدمت دوستان بنده این تبلت رو حدودا دو ماه پیش خریدم و کمتر از یک ماه استفاده کردم و اولش خیلی عالی بود و کیفیت صدای بسیار خوب و به لحاظ سخت افزاری هم قابل قبول بود  اما بعد ا از حدودا یکماه موقعه استفاده از کاور صوتی همش ریست میشد اینم بگم که تو این یک ماه استفاده لبه های دستگاه دچار رنگ پریدگی شد و از طرفی استفاده از کاور صوتی دردسر های هم داشت نظیر جازدن و افزایش ضخامت و وزن بیشتر دستگاه خلاصه بعد از یکماه که به مشکل خورد بردم گارانتی سازگار اولش که گفتند تاریخ ضمانت گذشته و فاکتور دیجی کالا رو که دادم از تاریخ خرید با اکراه و هزار اما اگر ازم قبول کردند راستی این روهم بگم موقع استفاد از دستگاه  بدون کاور ظاهرا مشکی وجود نداشت و کارکرد دستگاه طبیعی بود  خلاصه از من قبول کردند و گفت حداقل 10 روز دیگه تماس بگیر  الان حدودا بیست روزه که پیگیری میکنم همش میگن سفارش قطعه زدیم تا بیاد باید صبر کنید  این هم شاید از شانس ما بود  خلاصه به نظر من تبلت ساده و بدون دنگ وفنگ و کاور صوتی و اینها بهتر است بگیرید ببخشید طولانی شد ,44,3
با سلام دستگاه خوبیییی کارایی عالی و به کارگیری راحت من تو شگفت انگیز خریدم  واقعا ممنون از دیجی کالا  در ضمن یک مته همه کاره با قطر 8  مارک بوش خریدم که عالیییی  امیدوارم همیشه حواسش به درخواست های شگفت انگیز  مخصوصا کالاهای با کیفیت در زمینه های مختلف باشه دیجی    یا حق ,88,1
من تا حالا 2 مدل ازین برند رو خریدم  مرگ نداره لذت شنیدن موسیقی  واقعا عالیه ,96,1
اصلا کیفیت نداره صدای خیلی کپ و ضعیفی داره ,36,3
الان قریب به شیش ماه است که خریدمش و بسیار از خریدم راضیم ,100,1
من این لپ تاپ رو دو هفتست که خریدم و تا اینجای کار ازش راضی بودم پیشنهاد میکنم بخرید البته اگر صفحه ی 14 اینچی براتون مهم نیس  ,84,1
من چند روز پیش این کنسول را خریدم  اما پنج روز طول کشید تا برایم اوردنش  ولی اینا به کنار خیلی عالی و خوب بود  بهترین کنسول جهان ps4هست از نظر من xboxزیاد جالب نیست ولی سلیقه ایی بستگی به طرف داره ولی بازیای سونی خیلی عالین ,100,1
من یه هفته هس این یخچالو گرفتم اول ممنونم از دیجی کالا با وجود تاخیر ولی جنس خوبی رو ارائه داد این یخچال سرمایش دوگانه و سرمایش فلزی نداره و با توجه به قیمت fsr12 که هم سرمایش دوگانه داره و هم سرمایش فلزی ارزش خریدش بیشتر از اینه ولی این یخچال طراحی خیلی زیبایی داره فقط یه کم عمقش زیاده که شاید تو ذوق بزنه ولی  بقیه امکاناتش عالیه بخصوص بارش در ضمن fsr2 کره ای هست  ,84,1
قبلا هم نظر داده بودم اینکه بگم هیچی نخرید فقط همین مدل رو بخرید نه  ولی خوب مورد قبوله و کارآییش حرف نداره قفل کودک خیلی خوبه من که با تخفیف دیجی گرفتم خیلی برام از نظر هزینه خوب شد تخفیف خوبی گیرم اومد ,72,1
نمیدونم چی تو ذهنم بود که اینو خریدم   کاملا پشیمونم ,40,3
بنده نیز در ابتدا با ریزش آب زیاد مواجه شدم که پس از خوندن دفترچه راهنما و راه اندازی اتو با توجه به راهنمای روی جلد  کاملا این مشکل حل شد و الان واقعا از خریدم راضی م  با توجه به قیمت  گزینه ی خوبیه  ,88,1
عالیه حتما بخرید ,96,1
من حدود دو هفته س این مدل رو خریداری کردم  از کیفیت و رابط کاربری ش و کنترل راضیم  دوستانی که نسبت به کیفیت گله مند هستند لطفاً یک فیلم با کیفیت بالا رو با این تلویزیون ببینند نظرشون عوض میشه و از روی شبکه های معمولی داخلی کیفیت رو مورد قضاوت قرار ندهند  یه مشکلی که داشت و تونستم حلش کنم مشکل اتصال هدفون بود که با خرید  convertor digital to analog  و کابل optical مشکلش حل شد  نسبت به قیمتی که داره و تلویزیون های دیگه ارزش خریدش رو داره   شک نکنید   ,88,2
هرکسی دنبال کیفیت تصویر هست حتما این برند مد نظر داشته باشه کنتراست تصویر در این تلویزیون ها واقعا عالیه شدت نور سفید بالایی داره و شدت نور مشکی نسبتا کمه این دو باعث میشن که کیفیت تصویر و کنتراست تصویر بالایی داشته باشه تلویزیون هایی تو این رده قیمتی شدت نور سفیدشون حدود 100 تا 250 کاندلا بر متر مربع اما تلویزیون های فلیپس بالای 300 کاندلا بر متر مربع هست که این باعث میشه تراز سفیدی افزایش پیدا کنه واقعا کیفیت خوبی داره تلویزیون های فلیپس ,96,1
با سلام و تشکر از دیجی کالا اولین بار بود که از دیجی خرید کردم تلویزیون خوبیه تنها مشکلی که از نظر من داره اینه که صداش خیلی ضعیفه تو تنظیمات هم رفتم ولی تاثیر نداشت نمیدونم مشکلش چیه صدا رو تا 70میبریم تا یکم بشنویم اگه راه حلی داره ممنون میشم راهنمایی کنید ,84,1
واقعا به درد نخوره   صداش به خاطر باز بودن فرکانسش واقعا اذیت کننده هست  کیفیت ساختش خیلی پایینه  من قبلا یه ایرفون فیلیپس خریده بودم خیلی راضی بودم ولی این مدل واقعا نظرم رو نصبت به فیلیپس بد کرد ,24,3
با سلام به خواننندگان من این تابه را برای همسرم از دیجی کالا خریدم  ساخت فرانسه است  بنظر می رسد سفارش کشورهای اسیای میانه بوده باشد  کیفیت نچسب داخلی خیلی خوبی دارد  از نظر ظاهری بنظر می رسد کیفیت لایه داخلی بسیار بهتر از بدنه بیرونی باشد مثلا معلوم است که  در استفاده بلند مدت بیرون تابه خش بر  می داردکه از نظر طبیعی در خصوص تابه ها کیفیت داخلی خیلی مهمتر است  از نظر کیفی از بسیاری از تابه هائی که در بازار موجود است  بهتر است  حداقل از یک برند خوب و با سابقه و با کیفیت اصلی خرید کرده اید  در خصوص قیمت  هم به نسبت کالاهای برندهای متفرقه خارجی  قیمت معقولی دارد  ,92,1
